x,y,r,thet
-100.2810056,366.2115279,379.6935122,1.837092479
-102.7932097,367.0832948,381.2041307,1.842844702
-105.3114966,367.9379565,382.7124915,1.848578907
-107.8357436,368.7754663,384.2185474,1.854295321
-110.365828,369.5957786,385.7222518,1.859994169
-112.9016266,370.3988487,387.2235587,1.865675672
-115.4430161,371.184633,388.7224224,1.871340049
-117.9898728,371.9530887,390.218798,1.876987513
-120.5420727,372.7041744,391.7126407,1.882618276
-123.0994916,373.4378493,393.2039065,1.888232548
-125.6620051,374.1540738,394.6925518,1.893830532
-128.2294884,374.8528092,396.1785333,1.899412431
-130.8018165,375.534018,397.6618084,1.904978443
-133.3788642,376.1976635,399.1423348,1.910528766
-135.9605061,376.8437101,400.6200707,1.916063592
-138.5466166,377.4721231,402.0949747,1.921583112
-141.1370696,378.0828689,403.5670058,1.927087513
-143.731739,378.6759149,405.0361234,1.932576978
-146.3304986,379.2512294,406.5022876,1.938051692
-148.9332219,379.8087818,407.9654585,1.943511832
-151.539782,380.3485425,409.4255967,1.948957575
-154.150052,380.8704828,410.8826635,1.954389095
-156.7639049,381.374575,412.3366202,1.959806562
-159.3812134,381.8607926,413.7874287,1.965210147
-162.0018499,382.3291099,415.2350511,1.970600014
-164.625687,382.7795023,416.6794501,1.975976328
-167.2525967,383.211946,418.1205887,1.98133925
-169.8824512,383.6264184,419.55843,1.986688938
