Anchor A,,,Connector B,,,Anchor E,,,Connector C,,,Connector H,,,Connector G,,,Connector I,,,Connector F,,
X,Y,SPEED,X,Y,SPEED,X,Y,SPEED,X,Y,SPEED,X,Y,SPEED,X,Y,SPEED,X,Y,SPEED,X,Y,SPEED
98.191000118749983,12.756999981249997,0.000000000000000,142.808097193749944,14.517580608333331,0.000000000000000,83.450000052083311,13.027000129166664,0.000000000000000,128.390739693749993,17.903122795833330,0.000000000000000,104.091476739583314,25.696914358333331,0.000000000000000,113.894427881249982,28.928983395833328,0.000000000000000,75.368448714583309,22.359940410416662,0.000000000000000,137.987008654166658,23.333341435416664,0.000000000000000
98.191000118749983,12.756999981249997,0.000000000000000,142.794718834933690,14.829021272645347,9.351836241324696,83.450000052083311,13.027000129166664,0.000000000000000,128.362963825419030,18.152654906410692,7.532197273283417,104.030474757613462,25.842085496549082,4.724014294812811,113.813707633903334,29.133358174002410,6.592141340643996,75.314858724374943,22.407138646214946,2.142336215840793,137.928924555253928,23.636088844153658,9.248069011373198
98.191000118749983,12.756999981249997,0.000000000000000,142.779166553793686,15.140360949562806,9.351836241324671,83.450000052083311,13.027000129166664,0.000000000000000,128.333621669466424,18.403538263322300,7.577801713034331,103.969149492510454,25.991018910663101,4.831951467228476,113.732024473975471,29.342196829746836,6.727343493091867,75.260076817815815,22.463778404236617,2.363938985571699,137.868792882568101,23.940338997606627,9.304062367726004
98.191000118749983,12.756999981249997,0.000000000000000,142.761441108326096,15.451584464829091,9.351836241324706,83.450000052083311,13.027000129166664,0.000000000000000,128.302691061770531,18.655744304377816,7.622868926696894,103.907437570748570,26.143666188600005,4.939493645525083,113.649307585719171,29.555423794363715,6.861271007494183,75.203988011640291,22.529699679254065,2.596615452913746,137.806589264108339,24.246054796106765,9.359396115233995
98.191000118749983,12.756999981249997,0.000000000000000,142.741543362444247,15.762676649849139,9.351836241324671,83.450000052083311,13.027000129166664,0.000000000000000,128.270150365566167,18.909242701286065,7.667352915450349,103.845276626885450,26.299974051087570,5.046436142035931,113.565488016536833,29.772957190920156,6.993700659576773,75.146483276645299,22.604730681463494,2.835983296046694,137.742290143834936,24.553197029172917,9.414013776318647
98.191000118749983,12.756999981249997,0.000000000000000,142.719474285936116,16.073622342428735,9.351836241324744,83.450000052083311,13.027000129166664,0.000000000000000,128.235978507465461,19.164001481170509,7.711211100264222,103.782605418102008,26.459884675673361,5.152589585753520,113.480498791646710,29.994709348047888,7.124427611001760,75.087459551329033,22.688688927455466,3.078881046456992,137.675872814029901,24.861724527724061,9.467863072235012
98.191000118749983,12.756999981249997,0.000000000000000,142.695234954417373,16.384406387513504,9.351836241324738,83.450000052083311,13.027000129166664,0.000000000000000,128.200155009605510,19.419987152319607,7.754404435501010,103.719363928805535,26.623336032781893,5.257779844967932,113.394275012330311,30.220587327167593,7.253265568950647,75.026819717423308,22.781382350290116,3.323000764914860,137.607315442507286,25.171594321101409,9.520896062557828
98.191000118749983,12.756999981249997,0.000000000000000,142.668826549278862,16.695013637927541,9.351836241324683,83.450000052083311,13.027000129166664,0.000000000000000,128.162660017861612,19.677164832776356,7.796897482838274,103.655493464939710,26.790262230027370,5.361847846885021,113.306753937850218,30.450493456754074,7.380046762021811,74.964472540305806,22.882610415493073,3.566631816059763,137.536597094734532,25.482761797185947,9.573069235938709
98.191000118749983,12.756999981249997,0.000000000000000,142.640250357628986,17.005428955111658,9.351836241324726,83.450000052083311,13.027000129166664,0.000000000000000,128.123474326118725,19.935498380418299,7.838658446901380,103.590936737795559,26.960593861117854,5.464649303711774,113.217875051350362,30.684325867597472,7.504621745541885,74.900332577569742,22.992165230643430,3.808486984114829,137.463697750984494,25.795180863959807,9.624343553860305
98.191000118749983,12.756999981249997,0.000000000000000,142.609507772231012,17.315637209861229,9.351836241324690,83.450000052083311,13.027000129166664,0.000000000000000,128.082579396642586,20.194950523252338,7.879659174750514,103.525637937261180,27.134258355878625,5.566054354977992,113.127580110251742,30.921979023458970,7.626859051473286,74.834320059227352,23.109832637266152,4.047584964308850,137.388598318693084,26.108804110954054,9.674684450003227
98.191000118749983,12.756999981249997,0.000000000000000,142.576600291435170,17.625623283063554,9.351836241324653,83.450000052083311,13.027000129166664,0.000000000000000,128.039957376636977,20.455482988737213,7.919875121798650,103.459542794581765,27.311180328156489,5.665947135691527,113.035813181827166,31.163344242041330,7.746644699765872,74.766360743128175,23.235393274935067,4.283170337360334,137.311280640242444,26.423582969138280,9.724061788403480
98.191000118749983,12.756999981249997,0.000000000000000,142.541529519105637,17.935372066434756,9.351836241324813,83.450000052083311,13.027000129166664,0.000000000000000,127.995591111112702,20.717056631050895,7.959285287187344,103.392598634823429,27.491281918645530,5.764225280138517,112.942520664781156,31.408310201770110,7.863881589034802,74.696385749195301,23.368623608780812,4.514658289317010,137.231727496427851,26.739467867938647,9.772449784102758
98.191000118749983,12.756999981249997,0.000000000000000,142.504297164542407,18.244868463256115,9.351836241324673,83.450000052083311,13.027000129166664,0.000000000000000,127.949464152227563,20.979631555331448,7.997872121835632,103.324754419340067,27.674483129972103,5.860799370859695,112.847651297772188,31.656763430480545,7.978488784725465,74.624331376030497,23.509296912913769,4.741595730244237,137.149922605897956,27.056408388210848,9.819826890252209
98.191000118749983,12.756999981249997,0.000000000000000,142.464905042397902,18.554097389109891,9.351836241324756,83.450000052083311,13.027000129166664,0.000000000000000,127.901560765285268,21.243167238042432,8.035621412699777,103.255960778637203,27.860702151706736,5.955592342602298,112.751156155898300,31.908588772736195,8.090400723492875,74.550138903320132,23.657184203639318,4.963633385789041,137.065850620878422,27.374353410147020,9.866175656008039
98.191000118749983,12.756999981249997,0.000000000000000,142.423355072588578,18.863043772614489,9.351836241324634,83.450000052083311,13.027000129166664,0.000000000000000,127.851865931602759,21.507622642733523,8.072522146674741,103.186170036102411,28.049855673291965,6.048538850374129,112.652988636222261,32.163669833106994,8.199566351418452,74.473754383308332,23.812055117627761,5.180505323551456,136.979497119508295,27.693251255244022,9.911482559423360
98.191000118749983,12.756999981249997,0.000000000000000,142.379649280201363,19.171692556159044,9.351836241324726,83.450000052083311,13.027000129166664,0.000000000000000,127.800365348472639,21.772956330593399,8.108566357776100,103.115336223135117,28.241859183216107,6.139584610900651,112.553104433441234,32.421889393346795,8.305948213784651,74.395128424386428,23.973678731491592,5.392013592092670,136.890848595122293,28.013049821617127,9.955737819825291
98.191000118749983,12.756999981249997,0.000000000000000,142.333789795394893,19.480028696637277,9.351836241324767,83.450000052083311,13.027000129166664,0.000000000000000,127.747045426458200,22.039126565309306,8.143748960958440,103.043415086255507,28.436627253081745,6.228685725923084,112.451461506814411,32.683129801965798,8.409521512298948,74.314215969611496,24.141824320379136,5.598016430847730,136.799892442818503,28.333696712087470,9.998935193768789
98.191000118749983,12.756999981249997,0.000000000000000,142.285778853295795,19.788037166180700,9.351836241324632,83.450000052083311,13.027000129166664,0.000000000000000,127.691893284265689,22.306091411863797,8.178067575892092,102.970364086805361,28.634073805530043,6.315807995414737,112.348020039447661,32.947273335222860,8.510273144809180,74.230976072700415,24.316262054281136,5.798419017453648,136.706616943645571,28.655139354614821,10.041071758673707
98.191000118749983,12.756999981249997,0.000000000000000,142.235618793889643,20.095702952891042,9.351836241324540,83.450000052083311,13.027000129166664,0.000000000000000,127.634896741439547,22.573808829008037,8.211522343808351,102.896142393874356,28.834112365279829,6.400926228248738,112.242742391004711,33.214202529045053,8.608200741073704,74.145371673773440,24.496763631723418,5.993166051205416,136.611011246735529,28.977325114780228,10.082147687943872
